,frame,n_masks,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim
1,145.0,4.0,4578.0,"[183.0, 292.0]",0.852435,157.27,1.0,6960.0,"[186.0, 297.0]","[80.0, 87.0]"
2,145.0,4.0,3635.0,"[187.0, 286.0]",0.82190466,159.34,50.0,6724.0,"[185.0, 283.0]","[82.0, 82.0]"
3,145.0,4.0,610.0,"[290.0, 193.0]",0.83415174,167.72,5.0,750.0,"[288.0, 193.0]","[25.0, 30.0]"
0,146.0,4.0,496.0,"[244.0, 264.0]",0.6772756,163.32,55.0,680.0,"[244.0, 264.0]","[20.0, 34.0]"
1,146.0,4.0,7271.0,"[174.0, 296.0]",0.9603548,155.86,1.0,9594.0,"[182.0, 300.0]","[82.0, 117.0]"
2,146.0,4.0,5722.0,"[177.0, 286.0]",0.27888831,159.33,50.0,7140.0,"[179.0, 281.0]","[85.0, 84.0]"
3,146.0,4.0,285.0,"[294.0, 195.0]",0.6949935,168.3,5.0,532.0,"[291.0, 194.0]","[19.0, 28.0]"
0,147.0,3.0,733.0,"[243.0, 263.0]",0.88507974,163.8,55.0,950.0,"[242.0, 265.0]","[25.0, 38.0]"
1,147.0,3.0,6574.0,"[175.0, 302.0]",0.95479256,154.86,1.0,10044.0,"[181.0, 305.0]","[81.0, 124.0]"
2,147.0,3.0,6310.0,"[178.0, 291.0]",0.6221722,158.07,50.0,8585.0,"[182.0, 285.0]","[85.0, 101.0]"
0,148.0,4.0,446.0,"[245.0, 262.0]",0.12132996,163.8,55.0,735.0,"[244.0, 266.0]","[21.0, 35.0]"
1,148.0,4.0,7267.0,"[170.0, 298.0]",0.91133636,153.36,1.0,11644.0,"[176.0, 301.0]","[82.0, 142.0]"
2,148.0,4.0,5505.0,"[174.0, 291.0]",0.71601194,155.24,50.0,7663.0,"[177.0, 287.0]","[79.0, 97.0]"
3,148.0,4.0,374.0,"[294.0, 195.0]",0.7041649,168.22,5.0,480.0,"[292.0, 195.0]","[16.0, 30.0]"
0,149.0,4.0,654.0,"[242.0, 266.0]",0.62992066,163.41,55.0,920.0,"[243.0, 265.0]","[23.0, 40.0]"
1,149.0,4.0,6279.0,"[171.0, 301.0]",0.99162525,154.43,1.0,9702.0,"[175.0, 302.0]","[77.0, 126.0]"
2,149.0,4.0,6019.0,"[173.0, 288.0]",0.9042255,157.88,50.0,8025.0,"[175.0, 284.0]","[75.0, 107.0]"
3,149.0,4.0,517.0,"[298.0, 190.0]",0.6366587,167.79,5.0,595.0,"[296.0, 193.0]","[17.0, 35.0]"
