,frame,n_masks,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim
0,75.0,3.0,2311.0,"[159.0, 313.0]",0.7842886,144.03,1.0,4116.0,"[160.0, 308.0]","[49.0, 84.0]"
1,75.0,3.0,382.0,"[299.0, 202.0]",0.74004596,171.34,5.0,726.0,"[301.0, 201.0]","[22.0, 33.0]"
2,75.0,3.0,660.0,"[249.0, 252.0]",0.68823415,164.54,2.0,1551.0,"[249.0, 253.0]","[33.0, 47.0]"
0,76.0,3.0,2834.0,"[158.0, 314.0]",0.68267334,144.13,1.0,4212.0,"[159.0, 311.0]","[52.0, 81.0]"
1,76.0,3.0,655.0,"[297.0, 198.0]",0.76407415,170.12,5.0,936.0,"[299.0, 199.0]","[24.0, 39.0]"
2,76.0,3.0,1406.0,"[248.0, 245.0]",0.6074712,164.55,2.0,1794.0,"[248.0, 247.0]","[39.0, 46.0]"
0,77.0,3.0,5707.0,"[154.0, 316.0]",0.74364954,144.79,1.0,6077.0,"[157.0, 314.0]","[59.0, 103.0]"
1,77.0,3.0,449.0,"[299.0, 198.0]",0.74078023,170.39,5.0,748.0,"[300.0, 198.0]","[22.0, 34.0]"
2,77.0,3.0,705.0,"[250.0, 247.0]",0.8418213,165.31,2.0,1178.0,"[251.0, 248.0]","[31.0, 38.0]"
0,78.0,3.0,7439.0,"[153.0, 313.0]",0.7904994,146.06,1.0,7973.0,"[155.0, 313.0]","[67.0, 119.0]"
1,78.0,3.0,703.0,"[297.0, 192.0]",0.5498148,169.0,5.0,984.0,"[298.0, 194.0]","[24.0, 41.0]"
2,78.0,3.0,1484.0,"[248.0, 247.0]",0.7700263,164.38,2.0,1911.0,"[248.0, 248.0]","[39.0, 49.0]"
0,79.0,2.0,3550.0,"[160.0, 312.0]",0.74957824,145.37,1.0,5712.0,"[158.0, 312.0]","[56.0, 102.0]"
1,79.0,2.0,805.0,"[253.0, 239.0]",0.7806501,165.72,2.0,1394.0,"[251.0, 244.0]","[34.0, 41.0]"
0,80.0,3.0,2901.0,"[159.0, 315.0]",0.74272454,143.86,1.0,4732.0,"[158.0, 311.0]","[52.0, 91.0]"
1,80.0,3.0,1310.0,"[247.0, 250.0]",0.86595285,164.39,2.0,1750.0,"[248.0, 249.0]","[35.0, 50.0]"
2,80.0,3.0,607.0,"[303.0, 200.0]",0.67543584,172.05,5.0,924.0,"[303.0, 200.0]","[28.0, 33.0]"
0,81.0,3.0,3113.0,"[159.0, 313.0]",0.7430921,144.36,1.0,4524.0,"[159.0, 311.0]","[52.0, 87.0]"
1,81.0,3.0,807.0,"[251.0, 246.0]",0.81343347,165.25,2.0,1276.0,"[251.0, 249.0]","[29.0, 44.0]"
2,81.0,3.0,326.0,"[305.0, 206.0]",0.61833376,174.68,5.0,600.0,"[305.0, 205.0]","[24.0, 25.0]"
0,82.0,3.0,1460.0,"[165.0, 306.0]",0.6599903,146.75,1.0,2736.0,"[164.0, 309.0]","[38.0, 72.0]"
1,82.0,3.0,1388.0,"[247.0, 246.0]",0.7880536,164.49,2.0,1692.0,"[249.0, 248.0]","[36.0, 47.0]"
2,82.0,3.0,882.0,"[303.0, 197.0]",0.843205,171.2,5.0,1073.0,"[305.0, 199.0]","[29.0, 37.0]"
0,83.0,3.0,3553.0,"[162.0, 305.0]",0.70639604,148.22,1.0,4080.0,"[164.0, 306.0]","[48.0, 85.0]"
1,83.0,3.0,655.0,"[252.0, 239.0]",0.6914282,165.69,2.0,1170.0,"[251.0, 244.0]","[30.0, 39.0]"
2,83.0,3.0,447.0,"[303.0, 201.0]",0.6385708,172.05,5.0,805.0,"[305.0, 200.0]","[23.0, 35.0]"
0,84.0,3.0,4205.0,"[159.0, 305.0]",0.72929996,147.36,1.0,4784.0,"[163.0, 304.0]","[52.0, 92.0]"
1,84.0,3.0,932.0,"[252.0, 238.0]",0.64775276,165.81,2.0,1148.0,"[252.0, 242.0]","[28.0, 41.0]"
2,84.0,3.0,394.0,"[303.0, 203.0]",0.6678527,172.66,5.0,630.0,"[304.0, 202.0]","[21.0, 30.0]"
0,85.0,3.0,5961.0,"[159.0, 300.0]",0.7221749,149.82,1.0,6510.0,"[162.0, 302.0]","[62.0, 105.0]"
1,85.0,3.0,648.0,"[252.0, 238.0]",0.63880557,165.59,2.0,1050.0,"[251.0, 240.0]","[30.0, 35.0]"
2,85.0,3.0,575.0,"[302.0, 199.0]",0.6736766,170.97,5.0,735.0,"[303.0, 200.0]","[21.0, 35.0]"
0,86.0,3.0,3901.0,"[162.0, 299.0]",0.6788274,150.36,1.0,5814.0,"[162.0, 299.0]","[57.0, 102.0]"
1,86.0,3.0,2152.0,"[250.0, 249.0]",0.78476816,164.67,2.0,2596.0,"[250.0, 250.0]","[44.0, 59.0]"
2,86.0,3.0,307.0,"[302.0, 205.0]",0.61469334,172.97,5.0,504.0,"[303.0, 204.0]","[18.0, 28.0]"
0,87.0,3.0,5583.0,"[160.0, 300.0]",0.67597437,149.97,1.0,6372.0,"[162.0, 300.0]","[59.0, 108.0]"
1,87.0,3.0,1320.0,"[251.0, 244.0]",0.6661878,164.98,2.0,2255.0,"[250.0, 248.0]","[41.0, 55.0]"
2,87.0,3.0,461.0,"[300.0, 203.0]",0.6755418,172.18,5.0,638.0,"[301.0, 204.0]","[22.0, 29.0]"
0,88.0,2.0,5754.0,"[156.0, 310.0]",0.7052771,146.95,1.0,6893.0,"[159.0, 307.0]","[61.0, 113.0]"
1,88.0,2.0,702.0,"[249.0, 247.0]",0.7376881,165.35,2.0,1452.0,"[251.0, 249.0]","[33.0, 44.0]"
0,89.0,3.0,3556.0,"[164.0, 294.0]",0.6657959,152.26,1.0,5512.0,"[164.0, 298.0]","[52.0, 106.0]"
1,89.0,3.0,860.0,"[253.0, 244.0]",0.824182,165.47,2.0,1189.0,"[253.0, 248.0]","[29.0, 41.0]"
2,89.0,3.0,379.0,"[305.0, 204.0]",0.57071316,174.03,5.0,525.0,"[305.0, 205.0]","[21.0, 25.0]"
0,90.0,3.0,2615.0,"[161.0, 311.0]",0.75541764,145.74,1.0,4557.0,"[163.0, 304.0]","[49.0, 93.0]"
1,90.0,3.0,980.0,"[247.0, 249.0]",0.7430699,164.29,2.0,1209.0,"[250.0, 250.0]","[31.0, 39.0]"
2,90.0,3.0,284.0,"[304.0, 204.0]",0.6181841,174.23,5.0,391.0,"[305.0, 206.0]","[17.0, 23.0]"
0,91.0,2.0,2711.0,"[163.0, 309.0]",0.84851193,146.3,1.0,4590.0,"[164.0, 306.0]","[54.0, 85.0]"
1,91.0,2.0,1535.0,"[246.0, 254.0]",0.8937225,164.5,2.0,2040.0,"[248.0, 256.0]","[40.0, 51.0]"
0,92.0,3.0,3582.0,"[163.0, 310.0]",0.6905407,146.66,1.0,4752.0,"[163.0, 306.0]","[54.0, 88.0]"
1,92.0,3.0,1153.0,"[248.0, 248.0]",0.57608956,164.39,2.0,1786.0,"[249.0, 253.0]","[38.0, 47.0]"
2,92.0,3.0,790.0,"[305.0, 198.0]",0.6370592,171.94,5.0,910.0,"[306.0, 200.0]","[26.0, 35.0]"
0,93.0,2.0,7363.0,"[156.0, 310.0]",0.7393343,147.43,1.0,7488.0,"[157.0, 307.0]","[64.0, 117.0]"
1,93.0,2.0,1656.0,"[247.0, 252.0]",0.81066865,164.36,2.0,2268.0,"[248.0, 255.0]","[42.0, 54.0]"
0,94.0,2.0,4365.0,"[160.0, 300.0]",0.62994504,149.31,1.0,6438.0,"[161.0, 301.0]","[58.0, 111.0]"
1,94.0,2.0,1415.0,"[246.0, 253.0]",0.9093254,164.37,2.0,2214.0,"[246.0, 256.0]","[41.0, 54.0]"
0,95.0,2.0,6306.0,"[159.0, 301.0]",0.69721895,149.45,1.0,7888.0,"[163.0, 299.0]","[68.0, 116.0]"
1,95.0,2.0,1355.0,"[244.0, 254.0]",0.3919921,163.97,2.0,2184.0,"[244.0, 258.0]","[42.0, 52.0]"
0,96.0,2.0,9436.0,"[155.0, 292.0]",0.68213034,152.9,1.0,11656.0,"[158.0, 294.0]","[94.0, 124.0]"
1,96.0,2.0,1529.0,"[245.0, 252.0]",0.14133383,163.67,2.0,2397.0,"[244.0, 256.0]","[47.0, 51.0]"
0,97.0,2.0,3841.0,"[160.0, 300.0]",0.6873573,149.85,1.0,7696.0,"[161.0, 298.0]","[74.0, 104.0]"
1,97.0,2.0,1477.0,"[245.0, 254.0]",0.9229219,164.3,2.0,2288.0,"[244.0, 258.0]","[44.0, 52.0]"
0,98.0,3.0,5030.0,"[162.0, 295.0]",0.76803374,151.77,1.0,7208.0,"[165.0, 296.0]","[68.0, 106.0]"
1,98.0,3.0,1068.0,"[245.0, 254.0]",0.899453,164.06,2.0,1800.0,"[245.0, 258.0]","[36.0, 50.0]"
2,98.0,3.0,348.0,"[308.0, 204.0]",0.53456837,175.68,5.0,483.0,"[310.0, 203.0]","[21.0, 23.0]"
0,99.0,3.0,4618.0,"[164.0, 292.0]",0.72314966,152.8,1.0,6710.0,"[167.0, 292.0]","[61.0, 110.0]"
1,99.0,3.0,1098.0,"[244.0, 256.0]",0.8885439,164.29,2.0,1813.0,"[244.0, 259.0]","[37.0, 49.0]"
2,99.0,3.0,224.0,"[306.0, 206.0]",0.53842795,175.52,5.0,304.0,"[308.0, 205.0]","[16.0, 19.0]"
0,100.0,3.0,3560.0,"[165.0, 291.0]",0.67716086,153.27,1.0,5618.0,"[168.0, 291.0]","[53.0, 106.0]"
1,100.0,3.0,439.0,"[246.0, 254.0]",0.6874397,164.84,2.0,950.0,"[246.0, 257.0]","[25.0, 38.0]"
2,100.0,3.0,247.0,"[309.0, 202.0]",0.17266813,176.36,5.0,304.0,"[310.0, 204.0]","[16.0, 19.0]"
0,101.0,2.0,813.0,"[160.0, 321.0]",0.74468005,139.39,0.0,950.0,"[162.0, 320.0]","[25.0, 38.0]"
1,101.0,2.0,12252.0,"[533.0, 76.0]",0.13750464,107.33,0.0,17400.0,"[528.0, 73.0]","[120.0, 145.0]"
0,102.0,1.0,711.0,"[161.0, 320.0]",0.7701239,139.7,24.0,874.0,"[162.0, 320.0]","[23.0, 38.0]"
0,103.0,1.0,884.0,"[159.0, 321.0]",0.7237988,139.44,24.0,1000.0,"[161.0, 321.0]","[25.0, 40.0]"
0,104.0,1.0,952.0,"[159.0, 321.0]",0.6588269,139.37,24.0,1176.0,"[160.0, 321.0]","[28.0, 42.0]"
0,105.0,1.0,1602.0,"[159.0, 323.0]",0.61943644,139.63,24.0,1734.0,"[159.0, 322.0]","[34.0, 51.0]"
0,106.0,1.0,1237.0,"[158.0, 322.0]",0.69001716,139.27,24.0,1734.0,"[159.0, 322.0]","[34.0, 51.0]"
0,107.0,1.0,965.0,"[159.0, 320.0]",0.68022037,139.39,24.0,1440.0,"[160.0, 320.0]","[32.0, 45.0]"
0,108.0,1.0,1603.0,"[158.0, 321.0]",0.5127873,140.14,24.0,1872.0,"[159.0, 320.0]","[36.0, 52.0]"
0,109.0,1.0,1681.0,"[158.0, 323.0]",0.5632689,139.54,24.0,1998.0,"[159.0, 321.0]","[37.0, 54.0]"
0,110.0,1.0,1380.0,"[156.0, 324.0]",0.6252812,138.84,24.0,1872.0,"[158.0, 323.0]","[36.0, 52.0]"
0,111.0,1.0,1792.0,"[157.0, 321.0]",0.6050247,140.0,24.0,2035.0,"[158.0, 322.0]","[37.0, 55.0]"
0,112.0,1.0,2303.0,"[154.0, 316.0]",0.67731273,141.51,24.0,2520.0,"[156.0, 319.0]","[40.0, 63.0]"
0,113.0,1.0,1365.0,"[157.0, 321.0]",0.6285729,139.43,24.0,2072.0,"[158.0, 320.0]","[37.0, 56.0]"
0,114.0,1.0,1881.0,"[155.0, 320.0]",0.6571058,139.85,24.0,2204.0,"[157.0, 321.0]","[38.0, 58.0]"
0,115.0,1.0,5140.0,"[150.0, 309.0]",0.72257054,145.39,24.0,4576.0,"[153.0, 311.0]","[52.0, 88.0]"
0,116.0,1.0,5461.0,"[148.0, 314.0]",0.75668734,144.26,24.0,5952.0,"[151.0, 312.0]","[64.0, 93.0]"
0,117.0,2.0,3257.0,"[153.0, 310.0]",0.5759648,144.59,24.0,4816.0,"[153.0, 310.0]","[56.0, 86.0]"
1,117.0,2.0,3778.0,"[154.0, 300.0]",0.6125605,148.31,1.0,4896.0,"[158.0, 296.0]","[48.0, 102.0]"
0,118.0,1.0,6954.0,"[145.0, 311.0]",0.77068686,145.32,24.0,7875.0,"[146.0, 313.0]","[75.0, 105.0]"
0,119.0,1.0,2381.0,"[157.0, 311.0]",0.6771547,144.17,1.0,3276.0,"[159.0, 309.0]","[42.0, 78.0]"
0,120.0,1.0,2409.0,"[158.0, 311.0]",0.7376649,144.86,1.0,3239.0,"[159.0, 309.0]","[41.0, 79.0]"
0,121.0,2.0,3483.0,"[153.0, 310.0]",0.54734874,144.65,1.0,3726.0,"[157.0, 310.0]","[46.0, 81.0]"
1,121.0,2.0,4163.0,"[153.0, 301.0]",0.68534905,147.87,24.0,5724.0,"[152.0, 299.0]","[54.0, 106.0]"
0,122.0,3.0,2477.0,"[157.0, 315.0]",0.60899204,142.56,1.0,3124.0,"[158.0, 314.0]","[44.0, 71.0]"
1,122.0,3.0,838.0,"[303.0, 200.0]",0.8716174,171.97,27.0,1190.0,"[305.0, 200.0]","[34.0, 35.0]"
2,122.0,3.0,4024.0,"[154.0, 299.0]",0.59049755,148.77,24.0,4841.0,"[155.0, 296.0]","[47.0, 103.0]"
0,123.0,3.0,3386.0,"[154.0, 314.0]",0.61470574,143.52,1.0,3552.0,"[156.0, 313.0]","[48.0, 74.0]"
1,123.0,3.0,795.0,"[303.0, 197.0]",0.71323717,171.01,27.0,1026.0,"[303.0, 199.0]","[27.0, 38.0]"
2,123.0,3.0,3504.0,"[155.0, 311.0]",0.14647706,144.77,24.0,5400.0,"[157.0, 295.0]","[50.0, 108.0]"
0,124.0,3.0,5001.0,"[151.0, 319.0]",0.73455346,143.03,1.0,5192.0,"[153.0, 317.0]","[59.0, 88.0]"
1,124.0,3.0,579.0,"[300.0, 196.0]",0.7523459,169.94,27.0,740.0,"[300.0, 197.0]","[20.0, 37.0]"
2,124.0,3.0,3750.0,"[155.0, 318.0]",0.2991399,142.91,24.0,4650.0,"[157.0, 307.0]","[50.0, 93.0]"
0,125.0,2.0,973.0,"[302.0, 196.0]",0.85563266,170.66,27.0,1260.0,"[303.0, 197.0]","[30.0, 42.0]"
1,125.0,2.0,1600.0,"[158.0, 317.0]",0.6854134,141.13,24.0,2924.0,"[158.0, 313.0]","[43.0, 68.0]"
0,126.0,2.0,4506.0,"[150.0, 303.0]",0.56620723,147.46,24.0,5300.0,"[152.0, 300.0]","[53.0, 100.0]"
1,126.0,2.0,3521.0,"[151.0, 317.0]",0.69764423,142.17,1.0,4466.0,"[150.0, 317.0]","[58.0, 77.0]"
0,127.0,3.0,2512.0,"[158.0, 313.0]",0.13967216,144.64,24.0,4550.0,"[156.0, 303.0]","[50.0, 91.0]"
1,127.0,3.0,2050.0,"[157.0, 319.0]",0.65726864,141.21,1.0,3120.0,"[154.0, 318.0]","[48.0, 65.0]"
2,127.0,3.0,744.0,"[299.0, 194.0]",0.62925476,169.4,27.0,1081.0,"[300.0, 194.0]","[23.0, 47.0]"
0,128.0,2.0,2437.0,"[156.0, 318.0]",0.60961497,141.54,1.0,2970.0,"[156.0, 318.0]","[45.0, 66.0]"
1,128.0,2.0,423.0,"[296.0, 196.0]",0.73461175,168.67,27.0,665.0,"[297.0, 196.0]","[19.0, 35.0]"
0,129.0,2.0,1741.0,"[159.0, 313.0]",0.76820654,142.69,1.0,2340.0,"[160.0, 316.0]","[39.0, 60.0]"
1,129.0,2.0,901.0,"[298.0, 194.0]",0.8651613,169.73,27.0,1188.0,"[300.0, 195.0]","[27.0, 44.0]"
0,130.0,2.0,2227.0,"[158.0, 313.0]",0.58867854,143.9,1.0,2412.0,"[161.0, 315.0]","[36.0, 67.0]"
1,130.0,2.0,568.0,"[293.0, 190.0]",0.5693231,167.47,27.0,920.0,"[296.0, 192.0]","[23.0, 40.0]"
0,131.0,2.0,1785.0,"[158.0, 312.0]",0.7022926,143.62,1.0,2278.0,"[160.0, 313.0]","[34.0, 67.0]"
1,131.0,2.0,313.0,"[294.0, 195.0]",0.58052415,168.19,27.0,486.0,"[295.0, 193.0]","[18.0, 27.0]"
0,132.0,2.0,490.0,"[296.0, 200.0]",0.7629174,170.34,27.0,700.0,"[296.0, 199.0]","[20.0, 35.0]"
1,132.0,2.0,3250.0,"[157.0, 310.0]",0.65492254,145.07,24.0,3948.0,"[159.0, 310.0]","[47.0, 84.0]"
0,133.0,1.0,2293.0,"[160.0, 299.0]",0.8795347,150.57,1.0,2924.0,"[163.0, 303.0]","[34.0, 86.0]"
0,134.0,2.0,2499.0,"[159.0, 306.0]",0.7514718,146.83,1.0,3219.0,"[163.0, 304.0]","[37.0, 87.0]"
1,134.0,2.0,233.0,"[292.0, 196.0]",0.50245553,168.89,27.0,392.0,"[293.0, 196.0]","[14.0, 28.0]"
0,135.0,1.0,5171.0,"[159.0, 293.0]",0.7627122,151.96,24.0,6099.0,"[159.0, 298.0]","[57.0, 107.0]"
0,136.0,2.0,3096.0,"[163.0, 307.0]",0.65376097,147.17,1.0,3948.0,"[166.0, 306.0]","[47.0, 84.0]"
1,136.0,2.0,670.0,"[295.0, 196.0]",0.820568,169.36,27.0,960.0,"[295.0, 198.0]","[24.0, 40.0]"
0,137.0,1.0,4799.0,"[164.0, 298.0]",0.8015711,150.74,24.0,6534.0,"[167.0, 298.0]","[66.0, 99.0]"
0,138.0,1.0,5448.0,"[166.0, 302.0]",0.78392255,151.39,24.0,6887.0,"[170.0, 300.0]","[71.0, 97.0]"
0,139.0,2.0,3809.0,"[175.0, 290.0]",0.71630913,157.03,24.0,7050.0,"[179.0, 296.0]","[75.0, 94.0]"
1,139.0,2.0,541.0,"[296.0, 195.0]",0.70242083,168.76,27.0,704.0,"[296.0, 196.0]","[22.0, 32.0]"
0,140.0,2.0,213.0,"[294.0, 200.0]",0.5488549,169.92,27.0,360.0,"[295.0, 199.0]","[15.0, 24.0]"
1,140.0,2.0,2635.0,"[176.0, 300.0]",0.6399831,152.17,1.0,4424.0,"[179.0, 305.0]","[56.0, 79.0]"
0,141.0,2.0,390.0,"[296.0, 190.0]",0.7481966,166.99,27.0,435.0,"[296.0, 193.0]","[15.0, 29.0]"
1,141.0,2.0,2546.0,"[177.0, 303.0]",0.67326385,151.94,1.0,4466.0,"[180.0, 306.0]","[58.0, 77.0]"
0,142.0,2.0,608.0,"[297.0, 184.0]",0.50846696,166.6,27.0,697.0,"[297.0, 186.0]","[17.0, 41.0]"
1,142.0,2.0,8472.0,"[171.0, 296.0]",0.75871927,156.23,24.0,10769.0,"[178.0, 299.0]","[89.0, 121.0]"
0,143.0,1.0,4070.0,"[184.0, 303.0]",0.7326703,155.51,1.0,5712.0,"[184.0, 304.0]","[68.0, 84.0]"
0,144.0,2.0,860.0,"[243.0, 258.0]",0.8269636,163.71,30.0,950.0,"[243.0, 262.0]","[25.0, 38.0]"
1,144.0,2.0,4205.0,"[180.0, 303.0]",0.7581467,152.15,1.0,6688.0,"[183.0, 304.0]","[76.0, 88.0]"
0,145.0,3.0,637.0,"[244.0, 258.0]",0.78584576,164.16,30.0,880.0,"[244.0, 260.0]","[22.0, 40.0]"
1,145.0,3.0,3660.0,"[183.0, 291.0]",0.72523767,156.06,1.0,6192.0,"[185.0, 298.0]","[72.0, 86.0]"
2,145.0,3.0,432.0,"[294.0, 191.0]",0.64326406,167.29,27.0,544.0,"[295.0, 190.0]","[16.0, 34.0]"
0,146.0,3.0,406.0,"[243.0, 264.0]",0.6567604,163.14,30.0,620.0,"[244.0, 264.0]","[20.0, 31.0]"
1,146.0,3.0,284.0,"[294.0, 195.0]",0.560735,168.08,27.0,364.0,"[295.0, 193.0]","[13.0, 28.0]"
2,146.0,3.0,5795.0,"[177.0, 292.0]",0.79157615,156.68,24.0,9348.0,"[183.0, 297.0]","[82.0, 114.0]"
0,147.0,3.0,605.0,"[243.0, 263.0]",0.87493116,163.6,30.0,782.0,"[243.0, 266.0]","[23.0, 34.0]"
1,147.0,3.0,217.0,"[294.0, 198.0]",0.3225117,168.75,27.0,276.0,"[295.0, 197.0]","[12.0, 23.0]"
2,147.0,3.0,5999.0,"[179.0, 302.0]",0.773651,157.12,24.0,8446.0,"[182.0, 299.0]","[82.0, 103.0]"
0,148.0,2.0,362.0,"[295.0, 195.0]",0.68593854,168.42,27.0,390.0,"[295.0, 196.0]","[15.0, 26.0]"
1,148.0,2.0,5752.0,"[171.0, 297.0]",0.8053086,152.87,24.0,9350.0,"[180.0, 298.0]","[85.0, 110.0]"
0,149.0,3.0,336.0,"[299.0, 187.0]",0.714479,166.59,27.0,390.0,"[298.0, 190.0]","[15.0, 26.0]"
1,149.0,3.0,5932.0,"[171.0, 300.0]",0.82029814,154.51,24.0,8056.0,"[175.0, 298.0]","[76.0, 106.0]"
2,149.0,3.0,475.0,"[245.0, 268.0]",0.6730259,163.94,30.0,620.0,"[245.0, 269.0]","[20.0, 31.0]"
